hcpid,zip,calls
HCP02714,60001,11
HCP02715,30302,54
HCP02716,70001,49
HCP02717,50002,42
HCP02718,87002,50
HCP02719,12004,34
HCP02720,35005,25
HCP02721,94105,21
HCP02722,75001,5
HCP02723,68001,38
HCP02724,06003,37
HCP02725,48003,54
HCP02726,53003,5
HCP02727,06003,47
HCP02728,27006,59
HCP02729,99502,29
HCP02730,98101,41
HCP02731,24702,29
HCP02732,02801,58
HCP02733,05002,8
HCP02734,84002,30
HCP02735,94102,52
HCP02736,02804,21
HCP02737,12002,60
HCP02738,83203,27
HCP02739,87004,53
HCP02740,02802,50
HCP02741,90001,46
HCP02742,53002,40
HCP02743,98001,54
HCP02744,99502,50
HCP02745,75002,41
HCP02746,77003,48
HCP02747,29001,16
HCP02748,06001,53
HCP02749,71603,24
HCP02750,03031,51
HCP02751,43003,27
HCP02752,19102,47
HCP02753,19703,7
HCP02754,20103,43
HCP02755,53002,44
HCP02756,99501,30
HCP02757,94102,27
HCP02758,58001,58
HCP02759,24701,21
HCP02760,48001,44
HCP02761,73002,53
HCP02762,30003,36
HCP02763,07002,15
HCP02764,27006,29
HCP02765,46003,48
HCP02766,48001,26
HCP02767,04003,22
HCP02768,20601,48
HCP02769,24712,15
HCP02770,90003,42
HCP02771,02101,29
HCP02772,94103,44
HCP02773,43003,59
HCP02774,97003,48
HCP02775,29002,40
HCP02776,66006,30
HCP02777,96704,50
HCP02778,98101,15
HCP02779,30302,47
HCP02780,46001,11
HCP02781,98003,12
HCP02782,70002,15
HCP02783,53001,10
HCP02784,90003,54
HCP02785,20102,14
HCP02786,04003,16
HCP02787,40003,23
HCP02788,48002,19
HCP02789,03033,11
HCP02790,06002,23
HCP02791,71603,57
HCP02792,71602,19
HCP02793,10004,53
HCP02794,19702,30
HCP02795,20601,51
HCP02796,75002,39
HCP02797,96703,46
HCP02798,82003,10
HCP02799,83202,36
HCP02800,33126,54
HCP02801,48001,27
HCP02802,04003,48
HCP02803,73001,38
HCP02804,57003,54
HCP02805,02102,40
HCP02806,38601,35
HCP02807,75001,18
HCP02808,68001,13
HCP02809,16821,59
HCP02810,88901,57
HCP02811,29003,21
HCP02812,29001,23
HCP02813,38602,60
HCP02814,20002,58
HCP02815,20601,22
HCP02816,68003,23
HCP02817,94104,38
HCP02818,48001,48
HCP02819,98102,9
HCP02820,55002,8
HCP02821,98003,19
HCP02822,02804,40
HCP02823,10003,45
HCP02824,70001,30
HCP02825,16820,13
HCP02826,80003,38
HCP02827,10003,55
HCP02828,96701,7
HCP02829,02802,17
HCP02830,20002,12
HCP02831,84002,17
HCP02832,16821,20
HCP02833,43003,32
HCP02834,32004,16
HCP02835,99501,18
HCP02836,98003,25
HCP02837,40006,30
HCP02838,20102,19
HCP02839,02101,9
HCP02840,96701,9
HCP02841,24712,58
HCP02842,96704,42
HCP02843,94103,10
HCP02844,46002,26
HCP02845,12001,52
HCP02846,50001,56
HCP02847,40006,29
HCP02848,60001,45
HCP02849,71601,26
HCP02850,40004,58
HCP02851,45202,5
HCP02852,20101,22
HCP02853,75002,42
HCP02854,06001,48
HCP02855,20102,25
HCP02856,90002,10
HCP02857,40003,13
HCP02858,27006,56
HCP02859,10004,60
HCP02860,03033,37
HCP02861,96703,55
HCP02862,82003,16
HCP02863,04003,45
HCP02864,43001,33
HCP02865,20601,48
HCP02866,10002,49
HCP02867,32006,10
HCP02868,83203,27
HCP02869,85001,40
HCP02870,90210,25
HCP02871,84003,23
HCP02872,19102,25
HCP02873,04003,29
HCP02874,43002,27
HCP02875,60002,25
HCP02876,04001,60
HCP02877,32006,17
HCP02878,58003,52
HCP02879,50002,11
HCP02880,84003,30
HCP02881,05002,42
HCP02882,33126,32
HCP02883,07003,27
HCP02884,43002,23
HCP02885,01001,47
HCP02886,99503,50
HCP02887,20003,31
HCP02888,84003,40
HCP02889,07002,35
HCP02890,98103,35
HCP02891,96703,59
HCP02892,19104,16
HCP02893,66003,10
HCP02894,01001,41
HCP02895,60002,25
HCP02896,30303,21
HCP02897,63005,29
HCP02898,03031,14
HCP02899,53002,23
HCP02900,96701,46
HCP02901,33125,24
HCP02902,70003,25
HCP02903,29003,58
HCP02904,33125,29
HCP02905,82002,8
HCP02906,50001,60
HCP02907,02801,10
HCP02908,70003,13
HCP02909,82001,42
HCP02910,96703,60
HCP02911,80001,43
HCP02912,04001,13
HCP02913,50003,21
HCP02914,19103,27
HCP02915,58003,33
HCP02916,98102,6
HCP02917,70001,13
HCP02918,20002,34
HCP02919,46002,10
HCP02920,20603,56
HCP02921,37012,8
HCP02922,43003,54
HCP02923,60601,46
HCP02924,06002,20
HCP02925,37011,60
HCP02926,68002,14
HCP02927,19702,53
HCP02928,43003,37
HCP02929,27006,35
HCP02930,71603,37
HCP02931,03033,5
HCP02932,03032,11
HCP02933,60002,36
HCP02934,08003,27
HCP02935,30303,25
HCP02936,87002,56
HCP02937,58003,31
HCP02938,10001,59
HCP02939,38602,10
HCP02940,07002,14
HCP02941,08001,11
HCP02942,40004,6
HCP02943,80002,36
HCP02944,19103,24
HCP02945,66006,29
HCP02946,30004,28
HCP02947,87004,12
HCP02948,80003,14
HCP02949,30301,17
HCP02950,20101,52
HCP02951,83201,9
HCP02952,55001,7
HCP02953,63005,19
HCP02954,33127,24
HCP02955,30302,45
HCP02956,02801,50
HCP02957,03031,31
HCP02958,98102,43
HCP02959,83203,14
HCP02960,02804,22
HCP02961,05002,33
HCP02962,08003,59
HCP02963,63002,41
HCP02964,85003,36
HCP02965,83202,18
HCP02966,40006,41
HCP02967,53001,39
HCP02968,98002,10
HCP02969,59001,20
HCP02970,20102,43
HCP02971,32003,30
HCP02972,08001,7
HCP02973,33126,55
HCP02974,35004,59
HCP02975,84003,43
HCP02976,57002,22
HCP02977,03032,48
HCP02978,77002,30
HCP02979,05009,43
HCP02980,83201,38
HCP02981,27006,20
HCP02982,58003,50
HCP02983,73002,34
HCP02984,10003,55
HCP02985,83201,51
HCP02986,10003,25
HCP02987,01003,36
HCP02988,73002,14
HCP02989,10004,41
HCP02990,83203,35
HCP02991,29001,17
HCP02992,59001,10
HCP02993,55003,46
HCP02994,48002,23
HCP02995,99502,13
HCP02996,37010,41
HCP02997,40006,56
HCP02998,82003,42
HCP02999,98103,51
HCP03000,96701,7
HCP03001,98002,21
HCP03002,85003,31
HCP03003,12001,60
HCP03004,19703,35
HCP03005,70002,19
HCP03006,08001,9
HCP03007,90002,21
HCP03008,03033,36
HCP03009,03032,12
HCP03010,07002,15
HCP03011,04001,21
HCP03012,90210,5
HCP03013,33125,49
HCP03014,63005,51
HCP03015,10004,47
HCP03016,03032,52
HCP03017,40004,53
HCP03018,06003,32
HCP03019,10001,6
HCP03020,30302,39
HCP03021,63002,22
HCP03022,73003,18
HCP03023,37012,31
HCP03024,27008,22
HCP03025,87001,33
HCP03026,99502,25
HCP03027,66003,9
HCP03028,87001,43
HCP03029,88901,9
HCP03030,94103,45
HCP03031,04002,9
HCP03032,43001,11
HCP03033,07003,42
HCP03034,73003,5
HCP03035,99502,41
HCP03036,80002,15
HCP03037,48001,18
HCP03038,20002,11
HCP03039,12004,26
HCP03040,40003,10
HCP03041,16822,35
HCP03042,98103,41
HCP03043,60002,32
HCP03044,02804,54
HCP03045,75002,43
HCP03046,19702,28
HCP03047,60602,11
HCP03048,90002,55
HCP03049,27008,36
HCP03050,37011,60
HCP03051,35005,46
HCP03052,66002,32
HCP03053,96701,31
HCP03054,71603,26
HCP03055,45201,8
HCP03056,12001,33
HCP03057,05009,48
HCP03058,58001,14
HCP03059,68002,23
HCP03060,38602,43
HCP03061,02801,46
HCP03062,98102,34
HCP03063,20002,28
HCP03064,10002,16
HCP03065,80001,60
HCP03066,77002,58
HCP03067,59002,51
HCP03068,27006,52
HCP03069,98002,50
HCP03070,57003,37
HCP03071,60602,24
HCP03072,70003,53
HCP03073,43003,41
HCP03074,27008,41
HCP03075,20103,42
HCP03076,53001,55
HCP03077,10004,58
HCP03078,27006,38
HCP03079,06002,34
HCP03080,10002,53
HCP03081,07003,51
HCP03082,53003,18
HCP03083,97001,49
HCP03084,12001,8
HCP03085,85003,34
HCP03086,99502,37
HCP03087,57002,6
HCP03088,90001,32
HCP03089,60602,58
HCP03090,32006,57
HCP03091,04003,50
HCP03092,30002,23
HCP03093,58002,38
HCP03094,30004,27
HCP03095,98002,17
HCP03096,12002,44
HCP03097,68002,9
HCP03098,04001,48
HCP03099,02801,58
HCP03100,02802,50
HCP03101,40004,43
HCP03102,19701,52
HCP03103,50003,26
HCP03104,02103,48
HCP03105,05009,54
HCP03106,07002,24
HCP03107,82003,54
HCP03108,77001,9
HCP03109,10004,59
HCP03110,55002,57
HCP03111,60603,47
HCP03112,59002,41
HCP03113,63001,24
HCP03114,35006,19
HCP03115,94104,35
HCP03116,08002,8
HCP03117,07003,36
HCP03118,12002,44
HCP03119,19702,32
HCP03120,38602,13
HCP03121,60002,56
HCP03122,88901,56
HCP03123,84001,23
HCP03124,60603,11
HCP03125,82002,38
HCP03126,83203,5
HCP03127,38601,49
HCP03128,32003,37
HCP03129,16820,7
HCP03130,55003,13
HCP03131,57003,59
HCP03132,06001,20
HCP03133,84001,49
HCP03134,08001,27
HCP03135,60601,39
HCP03136,82003,50
HCP03137,16820,53
HCP03138,80001,9
HCP03139,12001,44
HCP03140,59003,35
HCP03141,90210,24
HCP03142,01001,6
HCP03143,19703,50
HCP03144,87004,15
HCP03145,50002,18
HCP03146,20003,46
HCP03147,16822,47
HCP03148,88902,46
HCP03149,27006,8
HCP03150,57002,46
HCP03151,80002,35
HCP03152,38602,15
HCP03153,98003,47
HCP03154,32004,6
HCP03155,27006,45
HCP03156,30004,12
HCP03157,04001,32
HCP03158,83203,20
HCP03159,71603,15
HCP03160,96703,30
HCP03161,29003,59
HCP03162,75001,43
HCP03163,10004,53
HCP03164,71603,11
HCP03165,50002,47
HCP03166,20002,20
HCP03167,05001,13
HCP03168,19701,24
HCP03169,07003,23
HCP03170,06002,14
HCP03171,30004,20
HCP03172,27008,6
HCP03173,08002,19
HCP03174,53002,24
HCP03175,30002,17
HCP03176,35006,33
HCP03177,06002,14
HCP03178,08003,16
HCP03179,32004,47
HCP03180,80001,37
HCP03181,58001,6
HCP03182,60602,53
HCP03183,50003,28
HCP03184,40004,24
HCP03185,32004,17
HCP03186,43002,34
HCP03187,38602,28
HCP03188,19702,39
HCP03189,16820,7
HCP03190,60003,12
HCP03191,66006,9
HCP03192,16820,39
HCP03193,60601,16
HCP03194,08002,7
HCP03195,53001,56
HCP03196,46003,46
HCP03197,20003,20
HCP03198,16821,32
HCP03199,84001,50
HCP03200,63002,49
HCP03201,90002,23
HCP03202,05009,56
HCP03203,50001,45
HCP03204,53002,15
HCP03205,85001,21
HCP03206,32004,51
HCP03207,10002,22
HCP03208,19701,15
HCP03209,20101,23
HCP03210,02103,35
HCP03211,20103,31
HCP03212,19703,48
HCP03213,06001,16
HCP03214,40003,49
HCP03215,27007,36
HCP03216,06002,46
HCP03217,84003,8
HCP03218,05002,48
HCP03219,05001,25
HCP03220,29001,21
HCP03221,75001,45
HCP03222,80001,33
HCP03223,82003,35
HCP03224,96704,57
HCP03225,57002,58
HCP03226,84003,9
HCP03227,53003,50
HCP03228,19103,51
HCP03229,10003,60
HCP03230,02801,22
HCP03231,12002,30
HCP03232,88902,24
HCP03233,04002,23
HCP03234,38601,23
HCP03235,02801,6
HCP03236,55002,50
HCP03237,88904,13
HCP03238,55001,19
HCP03239,08003,55
HCP03240,60003,45
HCP03241,53001,50
HCP03242,19102,56
HCP03243,20102,29
HCP03244,19103,12
HCP03245,58002,9
HCP03246,02101,35
HCP03247,82002,38
HCP03248,12002,60
HCP03249,53001,48
HCP03250,06001,56
HCP03251,12002,51
HCP03252,02802,31
HCP03253,19701,27
HCP03254,60601,46
HCP03255,98103,14
HCP03256,60001,33
HCP03257,29002,59
HCP03258,05009,40
HCP03259,19102,55
HCP03260,20002,22
HCP03261,85001,23
HCP03262,71603,22
HCP03263,94103,55
HCP03264,59001,50
HCP03265,02804,30
HCP03266,87001,54
HCP03267,33125,60
HCP03268,59003,15
HCP03269,38601,8
HCP03270,58002,39
HCP03271,94104,37
HCP03272,33126,43
HCP03273,90001,18
HCP03274,90211,36
HCP03275,87004,21
HCP03276,97003,43
HCP03277,98002,16
HCP03278,20101,57
HCP03279,02102,12
HCP03280,29001,29
HCP03281,12002,57
HCP03282,70001,23
HCP03283,90211,48
HCP03284,87001,10
HCP03285,03032,32
HCP03286,75002,30
HCP03287,10004,8
HCP03288,40004,57
HCP03289,84002,40
HCP03290,05001,53
HCP03291,85003,26
HCP03292,38603,37
HCP03293,29002,6
HCP03294,37010,26
HCP03295,19102,27
HCP03296,12001,31
HCP03297,19103,7
HCP03298,94103,8
HCP03299,30003,60
HCP03300,19703,29
HCP03301,90001,24
HCP03302,02801,25
HCP03303,50002,53
HCP03304,96703,30
HCP03305,98101,33
HCP03306,60003,23
HCP03307,19104,51
HCP03308,98102,26
HCP03309,30003,14
HCP03310,02103,18
HCP03311,35004,14
HCP03312,10004,31
HCP03313,97002,28
HCP03314,40003,27
HCP03315,05002,35
HCP03316,07002,43
HCP03317,58002,12
HCP03318,70001,15
HCP03319,60601,41
HCP03320,58003,46
HCP03321,29003,51
HCP03322,53003,15
HCP03323,50001,52
HCP03324,20102,45
HCP03325,45201,32
HCP03326,29002,8
HCP03327,63005,27
HCP03328,16822,48
HCP03329,20103,42
HCP03330,38602,9
HCP03331,19702,21
HCP03332,63001,33
HCP03333,27007,46
HCP03334,85003,31
HCP03335,85003,42
HCP03336,48002,30
HCP03337,30303,46
HCP03338,16820,11
HCP03339,71603,36
HCP03340,20603,39
HCP03341,99501,32
HCP03342,30002,46
HCP03343,02802,48
HCP03344,40006,13
HCP03345,83201,36
HCP03346,57002,54
HCP03347,19102,59
HCP03348,37010,30
HCP03349,16821,50
HCP03350,40004,45
HCP03351,37011,25
HCP03352,60602,8
HCP03353,03032,43
HCP03354,20002,32
HCP03355,45201,27
HCP03356,30301,53
HCP03357,20103,23
HCP03358,01002,10
HCP03359,73003,15
HCP03360,60001,11
HCP03361,94103,30
HCP03362,24702,9
HCP03363,73001,43
HCP03364,24702,16
HCP03365,97002,60
HCP03366,16821,33
HCP03367,70001,19
HCP03368,53002,27
HCP03369,94105,50
HCP03370,01003,10
HCP03371,08001,22
HCP03372,07002,22
HCP03373,85001,50
HCP03374,75006,5
HCP03375,90001,36
HCP03376,38601,48
HCP03377,05001,49
HCP03378,70003,28
HCP03379,01002,6
HCP03380,59001,30
HCP03381,71602,21
HCP03382,48003,39
HCP03383,08002,48
HCP03384,85003,29
HCP03385,02102,22
HCP03386,07002,41
HCP03387,68002,23
HCP03388,60003,50
HCP03389,55002,34
HCP03390,94104,5
HCP03391,35006,54
HCP03392,77002,35
HCP03393,63005,31
HCP03394,30004,34
HCP03395,53003,41
HCP03396,08003,58
HCP03397,73002,21
HCP03398,57001,7
HCP03399,88904,16
HCP03400,38601,8
HCP03401,75006,18
HCP03402,84003,48
HCP03403,10002,48
HCP03404,96701,46
HCP03405,19701,46
HCP03406,07002,51
HCP03407,68001,23
HCP03408,24701,50
HCP03409,10001,6
HCP03410,60602,27
HCP03411,03032,33
HCP03412,84001,10
HCP03413,12004,41
HCP03414,98003,8
HCP03415,90001,59
HCP03416,19703,20
HCP03417,38603,29
HCP03418,48002,36
HCP03419,04003,53
HCP03420,43003,25
HCP03421,84001,59
HCP03422,02101,16
HCP03423,53002,49
HCP03424,10002,19
HCP03425,87004,60
HCP03426,10002,50
HCP03427,10004,35
HCP03428,82001,41
HCP03429,37010,32
HCP03430,71603,8
HCP03431,97002,26
HCP03432,94105,53
HCP03433,59003,24
HCP03434,98002,48
HCP03435,90003,20
HCP03436,40006,12
HCP03437,77002,22
HCP03438,80001,52
HCP03439,98001,23
HCP03440,01003,5
HCP03441,12004,32
HCP03442,90002,44
HCP03443,12001,6
HCP03444,40004,18
HCP03445,02802,17
HCP03446,02102,30
HCP03447,20603,22
HCP03448,60002,49
HCP03449,94102,55
HCP03450,85001,58
HCP03451,97002,10
HCP03452,29003,32
HCP03453,66003,39
HCP03454,97001,13
HCP03455,20103,26
HCP03456,55001,34
HCP03457,90001,13
HCP03458,60603,56
HCP03459,10004,22
HCP03460,10004,47
HCP03461,02804,43
HCP03462,30303,18
HCP03463,77003,31
HCP03464,27008,45
HCP03465,19102,60
HCP03466,87001,34
HCP03467,16820,52
HCP03468,82001,39
HCP03469,90210,36
HCP03470,08001,32
HCP03471,30302,38
HCP03472,48001,48
HCP03473,29001,11
HCP03474,60003,6
HCP03475,71601,10
HCP03476,20101,42
HCP03477,90002,7
HCP03478,03031,15
HCP03479,60001,41
HCP03480,32003,10
HCP03481,84002,23
HCP03482,43002,60
HCP03483,06001,57
HCP03484,12002,6
HCP03485,94102,48
HCP03486,57002,28
HCP03487,96704,19
HCP03488,98003,26
HCP03489,90212,6
HCP03490,90210,43
HCP03491,01001,13
HCP03492,94102,28
HCP03493,63001,51
HCP03494,27007,34
HCP03495,32003,59
HCP03496,01002,48
HCP03497,30301,13
HCP03498,84001,12
HCP03499,88904,36
HCP03500,02801,54
HCP03501,60002,15
HCP03502,97003,16
HCP03503,90210,53
HCP03504,01002,18
HCP03505,43002,37
HCP03506,59002,51
HCP03507,16822,30
HCP03508,46002,29
HCP03509,30003,7
HCP03510,38602,18
HCP03511,70003,51
HCP03512,29002,49
HCP03513,29003,8
HCP03514,90212,42
HCP03515,57001,20
HCP03516,05002,44
HCP03517,66003,6
HCP03518,07002,58
HCP03519,19702,36
HCP03520,84003,34
HCP03521,94104,27
HCP03522,75001,24
HCP03523,05002,17
HCP03524,19102,21
HCP03525,20103,23
HCP03526,48001,26
HCP03527,46001,40
HCP03528,83203,27
HCP03529,29001,43
HCP03530,96701,9
HCP03531,06003,21
HCP03532,96704,44
HCP03533,29003,56
HCP03534,83203,24
HCP03535,02103,40
HCP03536,30003,18
HCP03537,77001,41
HCP03538,32004,15
HCP03539,80002,51
HCP03540,58001,47
HCP03541,46002,53
HCP03542,02103,41
HCP03543,29003,30
HCP03544,48002,26
HCP03545,82002,37
HCP03546,90212,34
HCP03547,58001,28
HCP03548,85001,14
HCP03549,45201,33
HCP03550,60602,56
HCP03551,59001,31
HCP03552,84002,59
HCP03553,05009,23
HCP03554,98002,20
HCP03555,40006,5
HCP03556,03031,20
HCP03557,30002,52
HCP03558,02102,25
HCP03559,10001,32
HCP03560,96704,57
HCP03561,38603,49
HCP03562,19702,15
HCP03563,97003,31
HCP03564,35006,34
HCP03565,50001,42
HCP03566,35006,57
HCP03567,68003,31
HCP03568,87002,10
HCP03569,90001,59
HCP03570,20602,59
HCP03571,03032,41
HCP03572,88904,27
HCP03573,59003,43
HCP03574,50002,23
HCP03575,46002,27
HCP03576,46001,36
HCP03577,83203,18
HCP03578,75001,41
HCP03579,07001,43
HCP03580,68003,25
HCP03581,66003,44
HCP03582,82001,26
HCP03583,01002,41
HCP03584,73001,30
HCP03585,02802,54
HCP03586,02802,19
HCP03587,43002,49
HCP03588,53003,6
HCP03589,80001,13
HCP03590,98102,35
HCP03591,73003,46
HCP03592,37012,37
HCP03593,37012,16
HCP03594,59003,20
HCP03595,38603,57
HCP03596,24712,42
HCP03597,98001,18
HCP03598,38602,22
HCP03599,29003,42
HCP03600,60601,53
HCP03601,59001,31
HCP03602,45203,52
HCP03603,20102,23
HCP03604,97003,33
HCP03605,55003,9
HCP03606,73002,34
HCP03607,43001,58
HCP03608,85001,39
HCP03609,45202,9
HCP03610,73002,9
HCP03611,01001,59
HCP03612,53001,34
HCP03613,10001,47
HCP03614,07003,13
HCP03615,02101,14
HCP03616,38601,23
HCP03617,90003,11
HCP03618,01003,54
HCP03619,60001,45
HCP03620,16821,38
HCP03621,48001,47
HCP03622,33125,18
HCP03623,20003,36
HCP03624,58001,50
HCP03625,30003,48
HCP03626,20601,31
HCP03627,87004,33
HCP03628,85003,8
HCP03629,57003,13
HCP03630,57001,37
HCP03631,90210,9
HCP03632,60601,56
HCP03633,30002,20
HCP03634,53003,45
HCP03635,98103,13
HCP03636,12001,47
HCP03637,38601,41
HCP03638,43002,32
HCP03639,07002,5
HCP03640,66006,49
HCP03641,30303,56
HCP03642,98003,8
HCP03643,87001,13
HCP03644,99502,53
HCP03645,60001,26
HCP03646,32003,36
HCP03647,38602,32
HCP03648,85001,12
HCP03649,19702,17
HCP03650,20103,37
HCP03651,10002,35
HCP03652,01001,5
HCP03653,94102,7
HCP03654,98003,14
HCP03655,68002,6
HCP03656,94103,44
HCP03657,45202,5
HCP03658,24712,11
HCP03659,73002,29
HCP03660,19703,29
HCP03661,06001,17
HCP03662,98001,49
HCP03663,27006,20
HCP03664,04003,16
HCP03665,58001,25
HCP03666,53003,34
HCP03667,63002,45
HCP03668,53001,15
HCP03669,33126,24
HCP03670,98003,36
HCP03671,48003,51
HCP03672,32006,11
HCP03673,57002,6
HCP03674,70002,12
HCP03675,29003,37
HCP03676,66003,38
HCP03677,16821,11
HCP03678,59002,30
HCP03679,38601,26
HCP03680,58001,58
HCP03681,20003,30
HCP03682,07003,39
HCP03683,02802,16
HCP03684,60001,35
HCP03685,70002,26
HCP03686,90002,5
HCP03687,01001,50
HCP03688,05001,18
HCP03689,87004,16
HCP03690,20101,39
HCP03691,97002,21
HCP03692,05009,23
HCP03693,63002,26
HCP03694,96703,16
HCP03695,27006,17
HCP03696,88904,26
HCP03697,43001,5
HCP03698,82002,45
HCP03699,60601,23
HCP03700,57003,31
HCP03701,33126,6
HCP03702,43001,22
HCP03703,10003,9
HCP03704,53003,27
HCP03705,84001,16
HCP03706,83201,32
HCP03707,37011,50
HCP03708,30002,55
HCP03709,84003,57
HCP03710,60602,58
HCP03711,94105,47
HCP03712,07002,5
HCP03713,75001,31
HCP03714,03031,10
HCP03715,20103,12
HCP03716,20103,36
HCP03717,20003,23
HCP03718,48001,56
HCP03719,16822,29
HCP03720,94103,22
HCP03721,55003,30
HCP03722,19102,19
HCP03723,66006,30
HCP03724,10004,13
HCP03725,84001,8
HCP03726,19104,8
HCP03727,37012,25
HCP03728,94105,51
HCP03729,77003,12
HCP03730,77002,5
HCP03731,04003,25
HCP03732,27008,10
HCP03733,01002,27
HCP03734,27006,36
HCP03735,60003,13
HCP03736,08002,49
HCP03737,27008,31
HCP03738,99502,49
HCP03739,57002,5
HCP03740,16820,19
HCP03741,19701,51
HCP03742,12001,23
HCP03743,71603,5
HCP03744,32003,49
HCP03745,29002,8
HCP03746,19702,28
HCP03747,01002,49
HCP03748,02102,55
HCP03749,32003,11
HCP03750,32006,22
HCP03751,71602,13
HCP03752,03032,40
HCP03753,06002,52
HCP03754,48002,26
HCP03755,85002,5
HCP03756,50003,57
HCP03757,01001,57
HCP03758,03033,58
HCP03759,68003,7
HCP03760,38602,47
HCP03761,06003,14
HCP03762,27007,54
HCP03763,71601,24
HCP03764,30303,5
HCP03765,97002,32
HCP03766,04002,12
HCP03767,19102,17
HCP03768,96703,16
HCP03769,59002,56
HCP03770,90003,44
HCP03771,82002,11
HCP03772,94102,58
HCP03773,53003,42
HCP03774,29002,20
HCP03775,06002,16
HCP03776,50001,18
HCP03777,83202,5
HCP03778,46002,20
HCP03779,98101,8
HCP03780,87004,30
HCP03781,73001,37
HCP03782,57002,35
HCP03783,07001,35
HCP03784,19102,10
HCP03785,20102,27
HCP03786,59003,57
HCP03787,05002,55
HCP03788,04002,55
HCP03789,63002,13
HCP03790,27007,27
HCP03791,12004,44
HCP03792,30002,23
HCP03793,84003,50
HCP03794,02102,43
HCP03795,06002,5
HCP03796,27007,26
HCP03797,96701,58
HCP03798,12002,24
HCP03799,70003,53
HCP03800,70001,25
HCP03801,20101,30
HCP03802,73002,37
HCP03803,32003,46
HCP03804,02103,41
HCP03805,96701,55
HCP03806,32004,10
HCP03807,27006,33
HCP03808,06002,32
HCP03809,04003,35
HCP03810,75002,22
HCP03811,57003,26
HCP03812,02804,15
HCP03813,59002,28
HCP03814,20103,56
HCP03815,71603,9
HCP03816,40006,60
HCP03817,10002,58
HCP03818,68003,36
HCP03819,55001,16
HCP03820,27007,12
HCP03821,90211,13
HCP03822,02102,48
HCP03823,27006,46
HCP03824,77003,48
HCP03825,04003,35
HCP03826,04001,16
HCP03827,19104,51
HCP03828,37012,23
HCP03829,50002,58
HCP03830,06003,43
HCP03831,19702,34
HCP03832,85002,23
HCP03833,97003,40
HCP03834,70001,42
HCP03835,02101,36
HCP03836,27006,33
HCP03837,97003,47
HCP03838,32006,7
HCP03839,19103,9
HCP03840,85001,46
HCP03841,46001,58
HCP03842,77002,55
HCP03843,20102,32
HCP03844,01001,35
HCP03845,98102,21
HCP03846,46001,50
HCP03847,60003,41
HCP03848,87001,37
HCP03849,70003,8
HCP03850,20603,57
HCP03851,88904,40
HCP03852,87002,51
HCP03853,55001,58
HCP03854,07001,39
HCP03855,75001,33
HCP03856,06001,13
HCP03857,60001,21
HCP03858,33127,8
HCP03859,85001,21
HCP03860,03032,24
HCP03861,20603,14
HCP03862,70001,16
HCP03863,80003,49
HCP03864,45201,58
HCP03865,97003,27
HCP03866,40003,13
HCP03867,43003,59
HCP03868,88901,18
HCP03869,63002,22
HCP03870,90003,53
HCP03871,50003,41
HCP03872,70003,23
HCP03873,32003,52
HCP03874,06002,52
HCP03875,37012,49
HCP03876,82003,15
HCP03877,80002,26
HCP03878,46003,29
HCP03879,59003,22
HCP03880,55003,50
HCP03881,87001,16
HCP03882,59001,47
HCP03883,06001,47
HCP03884,04002,12
HCP03885,98102,37
HCP03886,77002,19
HCP03887,90001,14
HCP03888,99503,19
HCP03889,50003,28
HCP03890,84003,21
HCP03891,60601,58
HCP03892,73001,9
HCP03893,02102,49
HCP03894,70003,48
HCP03895,58001,41
HCP03896,32004,38
HCP03897,98003,47
HCP03898,12002,32
HCP03899,70002,58
HCP03900,98001,48
HCP03901,75001,22
HCP03902,60003,58
HCP03903,40004,54
HCP03904,90002,50
HCP03905,60603,39
HCP03906,40006,48
HCP03907,04002,15
HCP03908,04002,52
HCP03909,37010,31
HCP03910,99502,13
HCP03911,98002,28
HCP03912,58003,24
HCP03913,19103,27
HCP03914,16821,57
HCP03915,05009,20
HCP03916,60002,16
HCP03917,80002,45
HCP03918,20101,8
HCP03919,48002,58
HCP03920,19104,46
HCP03921,40004,47
HCP03922,37011,34
HCP03923,57001,22
HCP03924,20101,32
HCP03925,37010,56
HCP03926,24712,57
HCP03927,30003,28
HCP03928,46003,33
HCP03929,19104,20
HCP03930,08002,12
HCP03931,24712,57
HCP03932,60001,49
HCP03933,45203,48
HCP03934,85002,32
HCP03935,24702,34
HCP03936,77001,27
HCP03937,46001,34
HCP03938,04002,10
HCP03939,32003,22
HCP03940,02103,54
HCP03941,08003,28
HCP03942,66003,22
HCP03943,45201,39
HCP03944,57002,45
HCP03945,06003,27
HCP03946,73002,43
HCP03947,82003,23
HCP03948,50001,51
HCP03949,16822,21
HCP03950,37010,20
HCP03951,12001,31
HCP03952,02102,6
HCP03953,02804,19
HCP03954,43002,30
HCP03955,30301,17
HCP03956,97002,41
HCP03957,71602,54
HCP03958,07003,58
HCP03959,10004,32
HCP03960,45201,6
HCP03961,73002,55
HCP03962,12004,8
HCP03963,66003,55
HCP03964,30004,29
HCP03965,48003,45
HCP03966,16820,33
HCP03967,88904,31
HCP03968,87001,18
HCP03969,90210,59
HCP03970,27008,45
HCP03971,10004,55
HCP03972,24702,56
HCP03973,59003,29
HCP03974,45201,51
HCP03975,48003,7
HCP03976,90003,8
HCP03977,58003,21
HCP03978,85003,31
HCP03979,63005,10
HCP03980,02801,41
HCP03981,70001,40
HCP03982,90001,18
HCP03983,46002,18
HCP03984,71601,5
